date,ticker,headline,sent_score,next_day_return
2018-09-06,ROK,Rockwell Automation board OKs additional $1B stock buyback,,
2016-03-01,KKR,Sampling Dividend Cuts In February 2016,,
2017-03-06,DOW,"Dow, DuPont upgraded at Jefferies, which sees 90% chance of deal closing",,
2019-08-20,HD,Home Depot: A Buy At The Right Price,,
2014-10-13,LYB,Celanese (CE) to Feature Composite Innovations at CAMX - Analyst Blog,,
2019-11-18,HLT,Hilton (HLT) Shares Up 39% YTD: Will the Rally Continue?,,
2016-03-18,WDAY,"Salesforce.com, Workday Nip At Oracle Here; Microsoft, Amazon There",,
2020-05-14,ETN,"Fiduciary Management Inc Buys Royal Philips NV, Booking Holdings Inc, Comcast Corp, Sells ...",,
2012-08-07,IP,International Paper Is in a Very Tight Range,,
2010-08-16,SYY,Sysco Slides Despite Earnings Bump,,
2016-03-17,EQT,McNally is new CFO at EQT Corp. and EQT Midstream,,
2019-10-29,TEL,Notable earnings before Wednesday's open,,
2012-11-26,JBL,Jabil Circuit Is Near its 50 Day Moving Average,,
2019-09-16,CINF,Cincinnati Financial (CINF) is a Great Momentum Stock: Should You Buy?,,
2019-02-27,PANW,Wedbush raises Palo Alto after earnings,,
2019-07-31,INTC,Breakout Stocks To Watch: Big Data Stock Inphi Set To Report After 25% Gain,,
2019-02-25,CI,"Kentucky Retirement Systems Insurance Trust Fund Buys Linde PLC, Cigna Corp, CVS Health Corp, ...",,
2019-03-08,NSC,Union Pacific: It Looks Like Top Of The Cycle For The Rails,,
2016-02-04,AFL,S&P Aristocrats Analysts Advocate AbbVie As Ace,,
2015-09-10,ED,My Top 10 Dividend Growth Stock Portfolio's Income Is Soaring: Updated 13 Months Later,,
2016-03-01,TRV,"Best And Worst Q1'16: Large Cap Blend ETFs, Mutual Funds And Key Holdings",,
2019-10-17,A,Parnassus Endeavor Fund Buys 4 Stocks in 'rd Quarter,,
2016-10-13,ULTA,"Nike, Chelsea Confirm Deal, Reportedly Worth $1.1 Billion",,
2019-03-14,JPM,"Forget Free, This ETF Will Pay You to Invest",,
2016-08-16,MDT,"Glaukos, Cynosure, Abiomed In Fast Rising Medical Groups",,
2018-04-05,SJM,Wall Street Breakfast: Market Dusts Itself Off,,
2019-11-13,HPQ,"HP Introduces New 'D Printing Subscriptions, Services, and Partnerships to Accelerate ...",,
2012-12-20,ICE,Stock Futures Flat Ahead of Data Deluge,,
2013-05-14,MOH,Select Medical Prices Senior Notes - Analyst Blog,,
2016-11-23,ED,Analysts Have It All Wrong With These Dividend Growth Stocks,,
2018-08-22,EPAM,AI Stock To Watch: 'Digital Journey' Designer Nears Buy,,
2016-05-24,SHW,"Home Sales Seen Remaining Healthy, But Will Millennials Buy?",,
2010-09-09,DECK,Footwear Stocks Get Trampled,,
2019-05-20,AVGO,Nasdaq Dives As Top Chip And Tech Stocks Get Slammed,,
2019-07-25,ETR,Xcel Energy (XEL) to Post Q2 Earnings: What's in the Cards?,,
2019-12-03,HUM,IHF: Most Signs Point To Lower Profits For Healthcare Providers,,
2018-01-26,AVGO,Broadcom bid for QCOM faces Chinese backlash,,
2020-02-20,GPC,"Company News for Feb 20, 2020",,
2016-01-07,STZ,Constellation Brands (STZ) Q3 2016 Results - Earnings Call Webcast,,
2017-06-20,EA,Sony Still Has Tremendous Upside Potential,,
2015-12-27,GPC,Dividend Aristocrats: Case Study On Recent Performance,,
2016-02-10,KKR,The curious case of private equity funds buying back stock,,
2012-03-12,GWW,"Grainger Feb. Sales Jump 18% On Volume, Higher Prices",,
2020-04-26,REG,Simon Property Group: An Optimistic Look Towards American Consumerism,,
2010-03-19,IP,Cramer's 'Mad Money' Recap: Next Week's Game Plan (Update 3),,
2013-12-16,ALLE,Ingersoll Attains 52-Week High - Analyst Blog,,
2015-09-22,TAP,3 Catholic Value Stocks to Bless Your Portfolio,,
2019-03-27,ADP,Bill Ackman Comments on Automatic Data Processing,,
2019-07-19,CI,"Farmers & Merchants Trust Co of Chambersburg PA Buys DuPont de Nemours Inc, NextEra Energy ...",,
2016-04-25,PANW,Exclusive Q&A: IBM Security's Marc van Zadelhoff 100 Days In,,
2020-04-23,LOW,"Heron Financial Group, Llc Buys ProShares Short S&P5……, Sells Boeing Co, ...",,
2019-09-09,CINF,Why Hold Strategy is Apt for Arthur J. Gallagher (AJG) Now,,
2019-05-13,TSN,Stephens has a new best idea,,
2012-11-27,CPRT,"Lululemon, PetSmart And Copart Top Soft Retail Sector",,
2014-02-10,MAR,Marriot Int'l Expands in Japan - Analyst Blog,,
2015-06-12,NWSA,21st Century Fox (FOXA) CEO to Pass the Legacy on to Sons - Analyst Blog,,
2012-10-19,WAB,Wabtec Stays On Fast Track Using Buyouts,,
2020-03-18,REGN,Abeona Treats First Patient in Pivotal Gene Therapy Study,,
2015-09-14,KKR,KKR: Lots Of Moving Parts,,
2017-12-28,MDT,"Top Analyst Reports for Comcast, Medtronic & Eni",,
2019-11-27,CCI,OUTFRONT Media's (OUT) Diversified Portfolio Aids Revenues,,
2015-10-16,DHR,"GE Q3 Earnings Beat on Industrial Focus, Outlook Reiterated",,
2018-05-02,HCA,"Community Health (CYH) Posts Earnings in Q1, Revenues Top",,
2015-09-22,REGN,Pfizer's Xeljanz Tops Phase III Ulcerative Colitis Studies,,
2019-11-15,FDS,FactSet Research Systems declares $0.72 dividend,,
2016-10-17,EA,"Amazon, Facebook, Alphabet PTs Raised; e.l.f. Ratings Mixed",,
2019-07-11,WBA,Walgreens expands retail access to kaléo's epinephrine,,
2018-02-01,SJM,"32 Dividend Increases: January 22-26, 2018 (Part 3: Remaining Sectors)",,
2018-09-11,LOW,"Hurricane Florence anxiety sends HD, LOW and LL higher",,
2018-06-19,WDC,5 Low P/CF Stocks Sure to Add Value to Your Investment,,
2018-07-23,AFL,Will Aflac's (AFL) Earnings Suffer From Weak Japan Revenue?,,
2020-02-11,CLX,Clorox Declares Regular Quarterly Dividend of $–.…6 Per Share,,
2020-01-07,AIG,"Avoid AIG, Add These 3 Insurance Stocks to Your Portfolio",,
2018-04-24,MDLZ,12 Retirement Rules You Need In 2018,,
2013-01-03,GPC,"Congress Protects Dividend Income: Three Stocks With Fat Yields, a History of Strong Payout Growth",,
2011-05-12,BDX,Earnings Scorecard: Becton - Analyst Blog,,
2018-09-21,BAX,Gritstone Oncology Prepares Final Terms For IPO,,
2017-08-21,EL,What's in the Cards for J.M. Smucker (SJM) in Q1 Earnings?,,
2017-04-11,MDT,"First American Bank Buys JPMorgan Chase, Medtronic PLC, Exelon, Sells NXP Semiconductors NV, ...",,
2011-10-06,WMB,Williams Reveals 2012-13 Forecast - Analyst Blog,,
2018-10-25,BX,"Franklin's (BEN) Q4 Earnings Beat Estimates, AUM Declines",,
2020-01-21,JPM,"PhiloSmith Capital Corp Buys ProAssurance Corp, JPMorgan Chase, The RMR Group Inc, Sells ...",,
2018-03-22,FI,Frank's International N.V. to Participate in Upcoming Investor Conference,,
2010-12-17,GPC,"FedEx: Analysts' New Targets, Estimates",,
2018-03-22,EXR,Extra Space (EXR) Up 5.9% Since Earnings Report: Can It Continue?,,
2012-12-07,MOH,Bulls in Charge of Molina,,
2017-02-01,AVY,"Avery Dennison beats by $0.06, beats on revenue",,
2020-01-21,ROP,"Krueger & Catalano Capital Partners, LLC Buys Bristol-Myers Squibb Company, Agilent ...",,
2016-06-15,ULTA,Retail Stocks That Will Survive Amazon's Dominance Into The Next Decade,,
2019-10-19,TAP,A Trio of Fairly Priced Stocks That Analysts Expect to Trade Higher,,
2016-01-27,ITW,Lincoln Electric: A Lion In A Very Harsh Winter,,
2018-01-17,RJF,"National Pension Service Buys Xcel Energy Inc, Principal Financial Group Inc, Eversource ...",,
2018-05-09,OXY,"Crude surges 3% after U.S. leaves Iran deal, U.S. inventory drawdown",,
2018-03-08,USB,U.S. Bancorp (USB) Presents At 2018 RBC Capital Markets Financial Institutions Conference - Slideshow,,
2018-11-26,TJX,Top Holdings Of Dividend ETFs (Part 2: The Top 10 By Sector),,
2012-07-25,MAS,Top 5 Must-Follow Earnings for Monday,,
2018-07-06,AMT,"Newman Dignan & Sheerar, Inc. Buys Schwab International Small-Cap Equity, Quanta Services ...",,
2019-11-13,TMO,Qiagen up 7% on rumored Thermo Fisher interest,,
2018-09-28,SYK,SEC charges Stryker (again) for violating Foreign Corrupt Practices Act,,
2020-02-10,INTC,5 Great Dividend Growth Stocks Under $100,,
2020-03-12,HPQ,Should iShares Morningstar Mid-Cap Value ETF (JKI) Be on Your Investing Radar?,,
2018-09-17,HD,Home Depot Is Stretched,,
2018-04-17,FE,Why Every Investor Should Analyze Free Cash Flow,,
2013-08-27,WDAY,Workday Soundly Beats Second-Quarter Estimates,,
2020-05-13,EL,"Investec Asset Management (PTY) Ltd Buys Nike Inc, Walmart Inc, Alphabet Inc, Sells PayPal ...",,
2020-01-21,GPN,4 Business Services Stocks Set to Top Q4 Earnings Estimates,,
2013-10-16,NSC,CSX Earnings Rise Despite Coal Woes - Analyst Blog,,
2018-12-30,AVGO,Looking For Hot Stocks For New Year Amid New Market Rally? Read This Now,,
2015-06-24,CNC,Health Insurance Stock Outlook - June 2015 - Industry Outlook,,
2017-06-15,STZ,"Castle Brands (ROX) Q4 Earnings Break Even, Revenues Beat",,
2016-10-05,PEG,PSEG to close two New Jersey coal plants next year,,
2011-06-02,WAT,Waters' New UPLC System - Analyst Blog,,
2014-11-12,AON,Aon Hewitt Announces the 2014 Global Aon Hewitt Top Companies for Leaders,,
2013-09-11,HIG,Sun Life Expands Voluntary Benefits Suite - Analyst Blog,,
2019-01-28,BX,My K.I.S.S. Pick In The Commercial Mortgage REIT Sector: Blackstone Mortgage,,
2019-04-25,ALLE,"Allegion beats by $0.01, revenue in-line",,
2017-10-16,CCI,Will Crown Castle (CCI) Disappoint Investors in Q3 Earnings?,,
2015-09-01,PWR,"Crown Castle Poised for Long-Term Growth, Risks Prevail",,
2016-12-15,PAYC,Don't Miss Out On Paycom Software's Growth,,
2018-12-31,PAYX,Updated Lists Of Stocks Topping Our Ranking Model,,
2019-01-08,CF,PPG Industries (PPG) Signs Agreement to Acquire Hemmelrath,,
2019-05-14,IT,Global Anti-Counterfeit Packaging Technologies Market Size by —…–9-—…—8 ...,,
2012-11-06,TJX,"Analysts' Actions: CMG, KFT, PANW, TJX",,
2019-06-03,NOW,"Zacks.com featured highlights include: Twitter, ServiceNow, Fortinet, Tactile Systems and Navigant Consulting",,
2019-11-21,HD,Home Depot: Time To Get More Cautious,,
2014-10-13,KLAC,KLA Tencor is a Key Player in the Semiconductor Manufacturing Process,,
2019-12-18,FDX,FedEx (FDX) Down on Q2 Earnings Miss & Bearish FY2020 View,,
2015-10-19,STLD,"More pain for steel stocks but price stabilization not far off, analyst says",,
2015-03-23,COR,COPT Acquires Baltimore Building for $63.5M: Time to Buy? - Analyst Blog,,
2018-05-03,MKTX,22 Upcoming Dividend Increases,,
2017-02-03,ARE,Identifying Equity REITs Worth Keeping Versus Those To Avoid Right Now - Part IX: Malls And Shopping-Centers (Small Caps),,
2018-07-04,RF,CCAR 2018 Positions These 6 Banks Well For Year Ahead,,
2016-11-21,ANET,"Stocks Close At Record Highs; Oil Jumps 4%, Apple Leads Dow",,
2014-08-04,MDT,Will CVS Caremark (CVS) Surprise Earnings this Quarter? - Analyst Blog,,
2016-10-12,PANW,"InsiderInsights.com Daily Round Up 10/11/16: LE, VPG, IDRA, AZZ",,
2017-11-01,NI,Wholesale Unit Helps Southern Company (SO) Top Q3 Earnings,,
2016-01-05,HAL,What To Make Of General Electric's Latest Acquisition,,
2020-05-05,ADBE,"Beacon Investment Advisory Services, Inc. ...",,
2020-05-10,MET,' Undervalued Financials Raise Dividends,,
2016-03-04,DHI,Here's Why Hodges Was The Week's Top Stock Mutual Fund,,
2016-10-25,CNC,ObamaCare's Individual Mandate Bites Hardest In These Cities,,
2014-12-31,WSM,Grab Hold Of Bed Bath & Beyond For Sheer Profits,,
2020-03-18,MDLZ,Stock Upgrades: Mondelez Intl Inc Shows Rising Relative Strength,,
2019-05-15,INTC,"Stocks Post Gains, But Dow Jones Battles Near 200-Day Line",,
2016-12-29,AXP,The Vetr community has upgraded $AXP to 3-Stars.,,
2013-06-17,FE,The 3 Highest Yielding Dividend Stocks From The S&P 500,,
2019-11-03,PCG,"Top Five Weekend Stock Stories - November 3, 2019",,
2018-10-24,ULTA,"Factors of Influence in —…–8, Key Indicators and Opportunity within Tabula Rasa ...",,
2015-12-07,WTW,"Weight Watchers, Oprah Shift Focus to Go 'Holistic'",,
2011-04-25,RF,Bank Fees Kill Customer Satisfaction: Study,,
2018-06-30,BEN,Stocks That Fell to '-Year Lows in the Week of June —9,,
2013-05-24,AOS,My 4 Favorite Dividend Contenders with Highest Dividend Growth Potential,,
2020-02-11,JPM,"KBC Group NV Buys Adobe Inc, Bank of America Corp, JPMorgan Chase, Sells Cisco Systems Inc, ...",,
2015-07-13,HIG,Hartford Financial higher on sale rumor,,
2016-01-14,TRGP,A Safe 12.6% Yielder To Help Save Income Investors From The Dark Side,,
2018-02-06,CNC,New Strong Buy Stocks for February 6th,,
2018-02-15,LNT,Top 'Safer' Dividend Achiever Is Meredith By Yield And Gains Per Broker February Reckoning,,
2018-06-26,SLB,"Oil & Gas Stock Roundup: Shell, Baytex, Petrobras & OPEC",,
2019-02-12,EA,"EA, FRO among premarket gainers",,
2012-05-18,SYY,Up/Downgrades,,
2019-03-18,EW,Edwards up 9% on positive Sapien 3 data,,
2012-02-12,TSCO,Tractor Supply Co. (TSCO) - Bull of the Day,,
2015-01-09,ED,American Electric Shows Promise despite Strict Regulations - Analyst Blog,,
2016-10-14,CAG,"Halliburton, Delta Air Lines, Ulta Beauty Get Price-Target Hikes",,
2018-10-16,TJX,"Ross Stores (ROST) Opens 40 Outlets, Delivers on FY18 Target",,
2019-06-05,FDS,Portfolio Highlights - June 2019,,
2019-08-07,ALB,Albemarle (ALB) Q2 Earnings and Revenues Top Estimates,,
2019-08-14,AZO,Bulletproof Investing Performance Update: Week 89,,
2011-10-25,RJF,"Raymond James Financial Inc. (RJF) Executive Chairman, 10% Owner Thomas A James sells 1,000 Shares",,
2018-04-20,SLB,Schlumberger posts Q1 earnings beat but sees oil sector supply challenges,,
2014-02-10,L,Kemper Rises on Q4 Earnings Beat - Analyst Blog,,
2018-10-29,PRU,Genworth Financial (GNW) Q3 Earnings: What's in the Cards?,,
2017-12-07,SYY,"The MnM Portfolio, November 2017 - The Best Dividend Growth Month Of 2017",,
2018-03-05,FOXA,Advertisers flee InfoWars YouTube channel,,
2015-05-01,VMC,Can Vulcan Materials (VMC) Surprise this Earnings Season? - Analyst Blog,,
2016-04-18,LII,Lennox International's (LII) CEO Todd Bluedorn on Q1 2016 Results - Earnings Call Transcript,,
2019-01-09,MTB,Regional Banks Poised For Outperformance In 2019,,
2016-01-12,BSX,Big-Cap Medtech Shares Stutter,,
2012-09-26,JBL,Jabil Circuit's Shares Fall After Weak 4Q,,
2015-05-05,EL,Estee Lauder hits new high,,
2018-06-21,CCL,Will Carnival Continue To Leverage Macro Strength?,,
2015-02-23,HSIC,The Top Stocks To Buy This Week,,
2018-09-27,NCLH,Cruise line sector trades weak after Carnival guidance disappoints,,
2018-07-19,AJG,Arthur J. Gallagher acquires Belton Boisselle Ltd.,,
2016-07-26,ADI,Linear Rockets On Acquisition By Apple Supplier Analog Devices,,
2019-04-23,PFG,"Zacks.com featured expert Kevin Matras highlights: Quanta Services, Chaparral Energy, DXC Technology, TOTAL and Principal Financial",,
2018-06-26,DGX,Quest Diagnostics Earns Relative Strength Rating Upgrade,,
2018-08-29,ETN,"Retirement: The Future-Proof Portfolio For Young Investors Becomes 7 Months Old, New Position Opened",,
2015-06-17,WEC,Top 10 Utilities For Dividend Growth And Income,,
2017-01-30,NSC,Transports Week In Review - Transports Put Up Strong Week Led By LTL And Container Shipping Line Companies,,
2019-11-15,DOV,Cintas (CTAS) Shares Up 54.3% YTD: What's Driving the Rally?,,
2018-06-15,GPN,I3 Verticals Readies Plans For $80 Million IPO,,
2015-09-16,VTR,Taser's Core Business Is Good - Cramer's Lightning Round (9/15/15),,
2019-05-18,FAST,Stocks To Watch: Retail On Display,,
2019-09-11,MET,Here's Why You Should Add Amerisafe (AMSF) to Your Portfolio,,
2019-04-04,LOW,Moody's expects margin improvement from Lowe's,,
2011-12-22,PAYX,Automatic Data Processing Inc. (ADP) Dividend Stock Analysis,,
2019-09-25,JPM,What to Expect from Q3 2019 Earnings Season?,,
2018-05-29,GILD,Why It's Time That Markets Assign More Value To Celgene's Drug Pipeline,,
2015-08-19,XYL,Xylem Inc declares $0.1408 dividend,,
2020-02-10,KEY,"Optical Tweezers (Mechanobiology) Market —…—… Global Industry Demand, Share, Top ...",,
2020-02-10,RSG,Waste Management (WM) to Post Q4 Earnings: What's in Store?,,
2015-04-24,BLK,Mary Pat Christie Has Quit Her Wall Street Job,,
2013-08-20,TJX,"TJX Tops, Apparel Sector Lifts",,
2019-07-17,CL,Can Colgate-Palmolive (CL) Keep the Earnings Surprise Streak Alive?,,
2018-08-24,SNPS,IBD Stock Of The Day: Autodesk Blasts Past Buy Point On Strong Earnings,,
2017-08-11,NDAQ,MarketAxess Holdings Bogged Down by High Operating Expenses,,
2020-01-28,INTC,"The Zacks Analyst Blog Highlights: Apple, Amazon and Intel",,
2018-04-17,CTSH,"Wedgewood Partners Q1 2018 Client Letter - Hello Volatility, My Old Friend, I've Come To Talk With You Again",,
2015-09-16,TAP,"Stock Futures Post Thin Gains; Molson Spikes, FedEx Stumbles",,
2019-02-06,FTNT,"Fortinet, Inc. (FTNT) CEO Ken Xie on Q4 2018 Results - Earnings Call Transcript",,
2019-03-20,PWR,"The Zacks Analyst Blog Highlights: Hilton, Xilinx, Quanta, Anthem and Celgene",,
2019-01-03,PANW,Palo Alto Networks (PANW) Stock Moves -1.97%: What You Should Know,,
2019-03-13,LLY,Lilly's Cyramza Successful in Phase III First-Line NSCLC Study,,
2018-04-02,KMB,"Dividend Growth 50: Not Perfect, But Yet Another 8% Raise",,
2018-05-08,MDT,"United Super Pty Ltd in its capacity as Trustee fo Buys Medtronic PLC, Coca-Cola European ...",,
2017-10-03,ITW,What Makes Illinois Tool (ITW) a Solid Investment Choice?,,
2019-05-19,WSM,Retail On Display (Stocks To Watch Podcast),,
2013-03-04,BAX,"Next Week's Best Yielding Ex-Dividend Stocks March 4 - 10, 2013",,
2016-08-15,SNPS,"Cisco, Intel, Synopsys On Fast Track In Internet of Things: RBC",,
2018-02-01,KMX,RiverPark Large Growth Fund Q4 2017 Performance Summary,,
2010-03-05,DLR,Top Five REITs With High Yields,,
2016-11-02,WM,HD Supply In The Penalty Box - Cramer's Lightning Round (11/01/16),,
2018-10-24,MKTX,The Bank of N.T. Butterfield continues to top financial sector losers,,
2018-01-04,D,Southern Company: Total Return Of 10% Per Year Is Possible With One Of The Industry's Problem Children,,
2017-10-26,NVR,Watsco (WSO) Misses Q3 Earnings & Sales on Recent Hurricanes,,
2018-03-22,AOS,A. O. Smith (AOS) to Discontinue Operations at Renton Plant,,
2019-10-16,BK,"Lackluster Results At Wells Fargo, But Likely Past The Bottom In Sentiment",,
2012-04-27,WM,"Republic Services Misses, Cuts View - Analyst Blog",,
2013-03-14,COF,Is Capital One Closing in to Resistance?,,
2020-02-11,DXCM,"Dexcom Inc (DXCM) President, CEO and Chairman Kevin R Sayer Sold $–.5 million of Shares",,
2015-09-21,CTSH,"As more stocks act in lock-step, Goldman eyes outsized gains for select 25",,
2015-09-10,COF,Revolving Consumer Credit Is Setting Up Captial One For An Autumn Boost,,
2015-02-10,AIZ,Can Assurant (AIZ) Earnings Pull a Surprise This Season? - Analyst Blog,,
2016-07-11,REGN,A Review Of The Components Of The iShares Biotech ETF: Regeneron Pharmaceuticals,,
2020-01-23,TRV,US Indexes End Mostly Flat Again on Thursday,,
2012-07-09,MOH,"WellPoint, Amerigroup Sharpen Medicaid Sector Focus",,
2018-09-29,HLT,Stocks To Watch: Strap In For Q4,,
2012-09-21,BAX,Medtronic Inc. (MDT) Dividend Stock Analysis,,
2019-07-30,INCY,Incyte (INCY) Q2 Earnings and Revenues Beat Estimates,,
2017-02-23,BSX,"Boston Topples On Heart Valve Bug; 'Woes' Boost Edwards, Medtronic",,
2018-09-10,D,"Income Investors: For Every 2 Ts, Buy 1 HD",,
2019-07-30,CAG,"Beyond Meat Is Dead Meat, Also Other Stocks I Hate",,
2018-01-04,MKTX,MarketAxess Holdings Trading Volumes Falls Sharply in December,,
2019-11-10,CL,Tracking Yacktman Asset Management Portfolio - Q3 2019 Update,,
2016-12-30,VTR,My 29 Dividend Spicy Sweet Treat REITs & BDCs In My 87 Stock Portfolio,,
2015-12-08,AZO,Stocks Recover Off Lows; Nasdaq Turns Positive; Airlines Hit,,
2015-04-14,PPG,Will the Earnings Streak Continue for PPG Industries (PPG)? - Analyst Blog,,
2014-12-16,BAX,Zacks Rank #5 Additions for Tuesday - Tale of the Tape,,
2017-07-11,LEN,What Doesn't Kill You Makes You Stronger,,
2015-10-19,HAS,The Vetr community has upgraded $HAS to 5-Stars.,,
2018-06-12,AMT,Dividend Sensei's Portfolio Update 38: Why The Stock Market Might Soar 22% In The Next 18 Months And Then Crash 50%,,
2016-08-24,CFG,Tracking Larry Robbins' Glenview Capital Management Portfolio - Q2 2016 Update,,
